Year	PM2	PM10	Notes	Notes	Year	City	Country
2014	8	14	-	converted from PM2.5	2014	"Bellingham, WA"	United States
2014	6	12	-	converted from PM2.5	2014	"Bennington, VT"	United States
2014	11	20	-	converted from PM2.5	2014	"Birmingham-Hoover, AL"	United States
2014	8	15	-	converted from PM2.5	2014	"Bishop, CA"	United States
2014	5	8	-	converted from PM2.5	2014	"Bismarck, ND"	United States
2014	10	18	-	converted from PM2.5	2014	"Bloomington, IN"	United States
2014	7	13	-	converted from PM2.5	2014	"Boone, NC"	United States
2014	7	12	-	converted from PM2.5	2014	"Boston-Cambridge-Quincy, MA-NH"	United States
2014	7	13	-	converted from PM2.5	2014	"Boulder, CO"	United States
2014	9	17	-	converted from PM2.5	2014	"Bowling Green, KY"	United States
2014	5	9	-	converted from PM2.5	2014	"Brainerd, MN"	United States
2014	5	9	-	converted from PM2.5	2014	"Bremerton-Silverdale, WA"	United States
2014	8	15	-	converted from PM2.5	2014	"Bridgeport-Stamford-Norwalk, CT"	United States
2014	6	12	-	converted from PM2.5	2014	"Brigham City, UT"	United States
2014	8	15	-	converted from PM2.5	2014	"Bryson City (RR name Bryson),Swain,NC"	United States
2014	8	15	-	converted from PM2.5	2014	"Burlington, NC"	United States
2014	5	10	-	converted from PM2.5	2014	"Burlington-South Burlington, VT"	United States
2014	9	17	-	converted from PM2.5	2014	"Burns,Harney,OR"	United States
2014	9	17	-	converted from PM2.5	2014	"Butte-Silver Bow, MT"	United States
2014	6	10	-	converted from PM2.5	2014	"Cadillac, MI"	United States
2014	9	16	-	converted from PM2.5	2014	"Cambridge, MD"	United States
2014	9	17	-	converted from PM2.5	2014	"Candor,Montgomery,NC"	United States
2014	11	21	-	converted from PM2.5	2014	"Canton-Massillon, OH"	United States
2014	6	11	-	converted from PM2.5	2014	"Cape Coral-Fort Myers, FL"	United States
2014	6	10	-	converted from PM2.5	2014	"Carson City, NV"	United States
2014	10	18	-	converted from PM2.5	2014	"Cedar Rapids, IA"	United States
2014	9	17	-	converted from PM2.5	2014	"Charleston, WV"	United States
2014	9	16	-	converted from PM2.5	2014	"Charleston-North Charleston, SC"	United States
2014	9	16	-	converted from PM2.5	2014	"Charlotte-Gastonia-Concord, NC-SC"	United States
2014	7	14	-	converted from PM2.5	2014	"Charlottesville, VA"	United States
2014	9	17	-	converted from PM2.5	2014	"Chattanooga, TN-GA"	United States
2014	4	7	-	converted from PM2.5	2014	"Cheyenne, WY"	United States
2014	12	22	-	converted from PM2.5	2014	"Chicago-Naperville-Joliet, IL-IN-WI"	United States
2014	9	16	-	converted from PM2.5	2014	"Chico, CA"	United States
2014	10	19	-	converted from PM2.5	2014	"Cincinnati-Middletown, OH-KY-IN"	United States
2014	9	16	-	converted from PM2.5	2014	"Clarksburg, WV"	United States
2014	10	18	-	converted from PM2.5	2014	"Clarksville, TN-KY"	United States
2014	4	8	-	converted from PM2.5	2014	"Clearlake, CA"	United States
2014	10	19	-	converted from PM2.5	2014	"Cleveland-Elyria-Mentor, OH"	United States
2014	10	19	-	converted from PM2.5	2014	"Clinton, IA"	United States
2014	6	11	-	converted from PM2.5	2014	"Colorado Springs, CO"	United States
2014	9	17	-	converted from PM2.5	2014	"Columbia, SC"	United States
2014	9	16	-	converted from PM2.5	2014	"Columbia, TN"	United States
2014	10	19	-	converted from PM2.5	2014	"Columbus, GA-AL"	United States
2014	10	19	-	converted from PM2.5	2014	"Columbus, OH"	United States
2014	7	13	-	converted from PM2.5	2014	"Colusa,Colusa,CA"	United States
2014	7	12	-	converted from PM2.5	2014	"Concord, NH"	United States
2014	9	16	-	converted from PM2.5	2014	"Cookeville, TN"	United States
2014	6	11	-	converted from PM2.5	2014	"Corning, NY"	United States
2014	10	18	-	converted from PM2.5	2014	"Corpus Christi, TX"	United States
2014	7	13	-	converted from PM2.5	2014	"Cortina Indian Rancheria,Colusa,CA"	United States
2014	9	16	-	converted from PM2.5	2014	"Crossett,Ashley,AR"	United States
2014	11	20	-	converted from PM2.5	2014	"Dale,Spencer,IN"	United States
2014	10	18	-	converted from PM2.5	2014	"Dallas-Fort Worth-Arlington, TX"	United States
2014	9	16	-	converted from PM2.5	2014	"Daphne-Fairhope-Foley, AL"	United States
2014	10	18	-	converted from PM2.5	2014	"Davenport-Moline-Rock Island, IA-IL"	United States
2014	9	17	-	converted from PM2.5	2014	"Dayton, OH"	United States
2014	9	17	-	converted from PM2.5	2014	"Decatur, AL"	United States
2014	7	13	-	converted from PM2.5	2014	"Denver-Aurora, CO"	United States
2014	8	16	-	converted from PM2.5	2014	"Des Moines-West Des Moines, IA"	United States
2014	7	13	-	converted from PM2.5	2014	"Detroit Lakes,Becker,MN"	United States
2014	10	18	-	converted from PM2.5	2014	"Detroit-Warren-Livonia, MI"	United States
2014	4	8	-	converted from PM2.5	2014	"Dickinson, ND"	United States
2014	8	15	-	converted from PM2.5	2014	"Dover, DE"	United States
2014	7	13	-	converted from PM2.5	2014	"Duluth, MN-WI"	United States
2014	8	14	-	converted from PM2.5	2014	"Durham, NC"	United States
2014	9	17	-	converted from PM2.5	2014	"Dyersburg, TN"	United States
2014	9	16	-	converted from PM2.5	2014	"East Stroudsburg, PA"	United States
2014	8	15	-	converted from PM2.5	2014	"Eau Claire, WI"	United States
2014	10	19	-	converted from PM2.5	2014	"El Centro, CA"	United States
2014	9	17	-	converted from PM2.5	2014	"El Dorado, AR"	United States
2014	9	17	-	converted from PM2.5	2014	"El Paso, TX"	United States
2014	10	19	-	converted from PM2.5	2014	"Elizabethtown, KY"	United States
2014	15	28	-	converted from PM2.5	2014	"Elkhart-Goshen, IN"	United States
2014	8	14	-	converted from PM2.5	2014	"Emmetsburg,Palo Alto,IA"	United States
2014	11	20	-	converted from PM2.5	2014	"Erie, PA"	United States
2014	8	14	-	converted from PM2.5	2014	"Eugene-Springfield, OR"	United States
2014	4	8	-	converted from PM2.5	2014	"Eureka-Arcata-Fortuna, CA"	United States
2014	11	21	-	converted from PM2.5	2014	"Evansville, IN-KY"	United States
2014	10	19	-	converted from PM2.5	2014	"Fairbanks, AK"	United States
2014	10	18	-	converted from PM2.5	2014	"Fairmont, WV"	United States
2014	5	9	-	converted from PM2.5	2014	"Fargo, ND-MN"	United States
2014	4	7	-	converted from PM2.5	2014	"Farmington, NM"	United States
2014	9	16	-	converted from PM2.5	2014	"Fayetteville, NC"	United States
2014	9	16	-	converted from PM2.5	2014	"Fayetteville-Springdale-Rogers, AR-MO"	United States
2014	9	16	-	converted from PM2.5	2014	"Flint, MI"	United States
2014	9	17	-	converted from PM2.5	2014	"Florence, SC"	United States
2014	9	17	-	converted from PM2.5	2014	"Florence-Muscle Shoals, AL"	United States
2014	7	12	-	converted from PM2.5	2014	"Fort Collins-Loveland, CO"	United States
2014	11	20	-	converted from PM2.5	2014	"Fort Madison-Keokuk, IA-MO"	United States
2014	9	17	-	converted from PM2.5	2014	"Fort Smith, AR-OK"	United States
2014	11	21	-	converted from PM2.5	2014	"Fort Wayne, IN"	United States
2014	15	28	-	converted from PM2.5	2014	"Fresno, CA"	United States
2014	9	16	-	converted from PM2.5	2014	"Gainesville, GA"	United States
2014	8	15	-	converted from PM2.5	2014	"Gardnerville Ranchos, NV"	United States
2014	4	8	-	converted from PM2.5	2014	"Gillette, WY"	United States
2014	12	22	-	converted from PM2.5	2014	"Goldsboro, NC"	United States
2014	11	20	-	converted from PM2.5	2014	"Gordon,Wilkinson,GA"	United States
2014	7	12	-	converted from PM2.5	2014	"Grand Island, NE"	United States
2014	7	14	-	converted from PM2.5	2014	"Grand Junction, CO"	United States
2014	10	18	-	converted from PM2.5	2014	"Grand Rapids-Wyoming, MI"	United States
2014	7	14	-	converted from PM2.5	2014	"Grants Pass, OR"	United States
2014	8	14	-	converted from PM2.5	2014	"Greeley, CO"	United States
2014	9	17	-	converted from PM2.5	2014	"Green Bay, WI"	United States
2014	8	15	-	converted from PM2.5	2014	"Greensboro-High Point, NC"	United States
2014	8	14	-	converted from PM2.5	2014	"Greenville, NC"	United States
2014	9	17	-	converted from PM2.5	2014	"Greenville-Mauldin-Easley, SC"	United States
2014	9	17	-	converted from PM2.5	2014	"Gulfport-Biloxi, MS"	United States
2014	10	18	-	converted from PM2.5	2014	"Hagerstown-Martinsburg, MD-WV"	United States
2014	8	14	-	converted from PM2.5	2014	"Hamilton,Ravalli,MT"	United States
2014	8	15	-	converted from PM2.5	2014	"Hammond, LA"	United States
2014	16	30	-	converted from PM2.5	2014	"Hanford-Corcoran, CA"	United States
2014	9	17	-	converted from PM2.5	2014	"Harriman, TN"	United States
2014	10	18	-	converted from PM2.5	2014	"Harrisburg-Carlisle, PA"	United States
2014	9	16	-	converted from PM2.5	2014	"Harrisonburg, VA"	United States
2014	8	14	-	converted from PM2.5	2014	"Hartford-West Hartford-East Hartford, CT"	United States
2014	10	19	-	converted from PM2.5	2014	"Hattiesburg, MS"	United States
2014	8	16	-	converted from PM2.5	2014	"Hazard,Perry,KY"	United States
2014	5	10	-	converted from PM2.5	2014	"Helena, MT"	United States
2014	9	17	-	converted from PM2.5	2014	"Hickory-Lenoir-Morganton, NC"	United States
2014	8	14	-	converted from PM2.5	2014	"Hilo, HI"	United States
2014	4	8	-	converted from PM2.5	2014	"Honolulu, HI"	United States
2014	9	17	-	converted from PM2.5	2014	"Hot Springs, AR"	United States
2014	8	14	-	converted from PM2.5	2014	"Houma-Bayou Cane-Thibodaux, LA"	United States
2014	10	19	-	converted from PM2.5	2014	"Houston-Sugar Land-Baytown, TX"	United States
2014	9	16	-	converted from PM2.5	2014	"Huntington-Ashland, WV-KY-OH"	United States
2014	9	17	-	converted from PM2.5	2014	"Huntsville, AL"	United States
2014	12	21	-	converted from PM2.5	2014	"Indianapolis-Carmel, IN"	United States
2014	10	18	-	converted from PM2.5	2014	"Jackson, MS"	United States
2014	8	15	-	converted from PM2.5	2014	"Jackson, TN"	United States
2014	8	15	-	converted from PM2.5	2014	"Jacksonville, FL"	United States
2014	8	15	-	converted from PM2.5	2014	"Jamestown-Dunkirk-Fredonia, NY"	United States
2014	7	14	-	converted from PM2.5	2014	"Jamesville,Martin,NC"	United States
2014	11	21	-	converted from PM2.5	2014	"Jasper, IN"	United States
2014	11	21	-	converted from PM2.5	2014	"Johnstown, PA"	United States
2014	8	14	-	converted from PM2.5	2014	"Juneau, AK"	United States
2014	10	18	-	converted from PM2.5	2014	"Kalamazoo-Portage, MI"	United States
2014	8	15	-	converted from PM2.5	2014	"Kalispell, MT"	United States
2014	9	16	-	converted from PM2.5	2014	"Kansas City, MO-KS"	United States
2014	4	8	-	converted from PM2.5	2014	"Kapaa, HI"	United States
2014	9	17	-	converted from PM2.5	2014	"Keene, NH"	United States
2014	8	14	-	converted from PM2.5	2014	"Kenansville,Duplin,NC"	United States
2014	9	16	-	converted from PM2.5	2014	"Kingsport-Bristol-Bristol, TN-VA"	United States
2014	9	16	-	converted from PM2.5	2014	"Klamath Falls, OR"	United States
2014	10	18	-	converted from PM2.5	2014	"Knoxville, TN"	United States
2014	8	15	-	converted from PM2.5	2014	"La Crosse, WI-MN"	United States
2014	5	8	-	converted from PM2.5	2014	"Laconia, NH"	United States
2014	11	20	-	converted from PM2.5	2014	"Lafayette, IN"	United States
2014	8	15	-	converted from PM2.5	2014	"Lafayette, LA"	United States
2014	7	13	-	converted from PM2.5	2014	"Lake Charles, LA"	United States
2014	7	13	-	converted from PM2.5	2014	"Lakeland, FL"	United States
2014	9	16	-	converted from PM2.5	2014	"Lakeview,Lake,OR"	United States
2014	13	25	-	converted from PM2.5	2014	"Lancaster, PA"	United States
2014	9	17	-	converted from PM2.5	2014	"Lansing-East Lansing, MI"	United States
2014	8	14	-	converted from PM2.5	2014	"Las Vegas-Paradise, NV"	United States
2014	8	15	-	converted from PM2.5	2014	"Lawrenceburg, TN"	United States
2014	8	15	-	converted from PM2.5	2014	"Lawton, OK"	United States
2014	6	12	-	converted from PM2.5	2014	"Lebanon, NH-VT"	United States
2014	13	23	-	converted from PM2.5	2014	"Lebanon, PA"	United States
2014	8	14	-	converted from PM2.5	2014	"Lewiston-Auburn, ME"	United States
2014	9	17	-	converted from PM2.5	2014	"Lexington-Fayette, KY"	United States
2014	9	17	-	converted from PM2.5	2014	"Libby,Lincoln,MT"	United States
2014	8	14	-	converted from PM2.5	2014	"Lincoln, NE"	United States
2014	10	19	-	converted from PM2.5	2014	"Little Rock-North Little Rock-Conway, AR"	United States
2014	6	12	-	converted from PM2.5	2014	"Logan, UT-ID"	United States
2014	11	20	-	converted from PM2.5	2014	"Los Angeles-Long Beach-Santa Ana, CA"	United States
2014	11	21	-	converted from PM2.5	2014	"Louisville/Jefferson County, KY-IN"	United States
2014	9	16	-	converted from PM2.5	2014	"Lumberton, NC"	United States
2014	8	14	-	converted from PM2.5	2014	"Lynchburg, VA"	United States
2014	10	19	-	converted from PM2.5	2014	"Macon, GA"	United States
2014	14	26	-	converted from PM2.5	2014	"Madera, CA"	United States
2014	9	17	-	converted from PM2.5	2014	"Madison, WI"	United States
2014	6	11	-	converted from PM2.5	2014	"Manchester-Nashua, NH"	United States
2014	6	11	-	converted from PM2.5	2014	"Manistee,Manistee,MI"	United States
2014	6	11	-	converted from PM2.5	2014	"Marshall, MN"	United States
2014	9	16	-	converted from PM2.5	2014	"Marshall, TX"	United States
2014	9	17	-	converted from PM2.5	2014	"McAlester, OK"	United States
2014	10	18	-	converted from PM2.5	2014	"McAllen-Edinburg-Mission, TX"	United States
2014	9	17	-	converted from PM2.5	2014	"Medford, OR"	United States
2014	9	17	-	converted from PM2.5	2014	"Memphis, TN-MS-AR"	United States
2014	9	17	-	converted from PM2.5	2014	"Mena,Polk,AR"	United States
2014	11	20	-	converted from PM2.5	2014	"Merced, CA"	United States
2014	6	11	-	converted from PM2.5	2014	"Miami-Fort Lauderdale-Pompano Beach, FL"	United States
2014	10	18	-	converted from PM2.5	2014	"Michigan City-La Porte, IN"	United States
2014	9	17	-	converted from PM2.5	2014	"Middlesborough, KY"	United States
2014	10	18	-	converted from PM2.5	2014	"Milwaukee-Waukesha-West Allis, WI"	United States
2014	8	14	-	converted from PM2.5	2014	"Minneapolis-St. Paul-Bloomington, MN-WI"	United States
2014	8	15	-	converted from PM2.5	2014	"Missoula, MT"	United States
2014	9	17	-	converted from PM2.5	2014	"Mobile, AL"	United States
2014	12	22	-	converted from PM2.5	2014	"Modesto, CA"	United States
2014	9	17	-	converted from PM2.5	2014	"Montgomery, AL"	United States
2014	9	16	-	converted from PM2.5	2014	"Morgantown, WV"	United States
2014	6	11	-	converted from PM2.5	2014	"Mount Vernon-Anacortes, WA"	United States
2014	10	19	-	converted from PM2.5	2014	"Muncie, IN"	United States
2014	10	19	-	converted from PM2.5	2014	"Muscatine, IA"	United States
2014	12	22	-	converted from PM2.5	2014	"Napa, CA"	United States
2014	10	18	-	converted from PM2.5	2014	"Nashville-Davidson-Murfreesboro-Franklin, TN"	United States
2014	10	18	-	converted from PM2.5	2014	"New Castle, IN"	United States
2014	9	16	-	converted from PM2.5	2014	"New Haven-Milford, CT"	United States
2014	8	14	-	converted from PM2.5	2014	"New Orleans-Metairie-Kenner, LA"	United States
2014	9	16	-	converted from PM2.5	2014	"New York-Northern New Jersey-Long Island, NY-NJ-PA"	United States
2014	9	16	-	converted from PM2.5	2014	"Niles-Benton Harbor, MI"	United States
2014	10	18	-	converted from PM2.5	2014	"Nogales, AZ"	United States
2014	8	15	-	converted from PM2.5	2014	"Norwich-New London, CT"	United States
2014	4	7	-	converted from PM2.5	2014	"Not in a City,Burke,ND"	United States
2014	8	15	-	converted from PM2.5	2014	"Not in a City,Carter,KY"	United States
2014	10	18	-	converted from PM2.5	2014	"Not in a City,Caswell,NC"	United States
2014	8	15	-	converted from PM2.5	2014	"Not in a City,Cedar,MO"	United States
2014	9	16	-	converted from PM2.5	2014	"Not in a City,Chesterfield,SC"	United States
2014	2.3	4	-	converted from PM2.5	2014	"Not in a City,Converse,WY"	United States
2014	2.4	4	-	converted from PM2.5	2014	"Not in a City,Custer,SD"	United States
2014	9	17	-	converted from PM2.5	2014	"Not in a City,Delaware,IA"	United States
2014	4	8	-	converted from PM2.5	2014	"Not in a City,Dunn,ND"	United States
2014	4	6	-	converted from PM2.5	2014	"Not in a City,Essex,NY"	United States
2014	4	8	-	converted from PM2.5	2014	"Not in a City,Fergus,MT"	United States
2014	4	8	-	converted from PM2.5	2014	"Not in a City,Hancock,ME"	United States
2014	7	14	-	converted from PM2.5	2014	"Not in a City,Jackson,NC"	United States
2014	4	8	-	converted from PM2.5	2014	"Not in a City,Jackson,SD"	United States
2014	8	15	-	converted from PM2.5	2014	"Not in a City,Kent,MD"	United States
2014	4	8	-	converted from PM2.5	2014	"Not in a City,Lake,MN"	United States
2014	13	23	-	converted from PM2.5	2014	"Not in a City,Lemhi,ID"	United States
